#	Адрес	axis_2_machine	axis_4_machine	axis_1_topic	raw_text
1	Rām. Sundara 5.1.1	A	P	sanskrit_term	О губитель врагов (śatrukarśana) — букв. «иссушающий врагов»; устойчивый эпитет Хануманы в кн. V. Дальнейшие употребления без примечания.
2	Rām. Sundara 5.1.1	B	P	textology	Похищенная Раваной (rāvaṇanītāyāḥ). ***[Е. Костина]*** «rāvaṇanītāyāḥ» Опущено. Здесь и далее буду отмечать незафиксированные опущения, чтобы в дальнейшем можно было отразить их в комментарии.
3	Rām. Sundara 5.1.1	A	K	sanskrit_term|myth	На тропу небожителей (cāraṇācarite pathi) — букв. «на тропе, по которой ходят чараны». В комментарии «Таттвадипика» поясняется «на дороге богов» (suravartmani). В комментарии «Бхушана» слово cāraṇāḥ объясняется как «божественные певцы» (dēvagāyakāḥ). Голдмены переводят «celestial bards».
4	Rām. Sundara 5.1.2	A	P	sanskrit_term|myth	Ванара (vānara) — букв. «лесной житель»; обезьяна. Общий термин для обозначения народа Сугривы. В «Тилаке» отмечается, что ванары обладают божественным происхождением.
5	Rām. Sundara 5.1.2	A	P	sanskrit_term	Могучий (mahābala) — ситуативный эпитет, прилагаемый здесь к Хануману. Букв. «обладающий великой силой».
6	Rām. Sundara 5.1.2	A	K	sanskrit_term	Стойкий (dhīra) — букв. «твердый», «мудрый». В контексте подготовки к прыжку подчеркивает ментальную концентрацию героя.
7	Rām. Sundara 5.1.3	B	P	textology	Мудрый (dhīmān). ***[Е. Костина]*** «dhīmān» Опущено. Следует ли отмечать все эпитеты мудрости, если они не несут терминологической нагрузки?
8	Rām. Sundara 5.1.5	A	K	sanskrit_term	Принимающий любой облик (kāmarūpa) — букв. «облик согласно желанию». По «Широмани» поясняется как способность менять размер тела. Голдмены переводят «able to change his form at will».
9	Rām. Sundara 5.1.6	A	P	sanskrit_term	Лучший меж обезьянами (kapivara) — стандартный эпитет-сравнение (vānaraśreṣṭha). Синонимичен plavaṃgapravara.
10	Rām. Sundara 5.1.7	B	K	textology|myth	Был нагу подобен в озере (hrade nāga ivābabhau) — слово nāga может означать как «наг» (полубожественный змей), так и «слон». Из комментаторов только автор «Широмани» глоссирует это слово как gaja (слон). Большинство западных переводчиков склоняются к варианту «наг» (Goldman 1984: 302).
11	Rām. Sundara 5.1.9	B	P	textology	Лучший из прыгунов (plavaṃgapravara). ***[Е. Костина]*** Здесь возникает вопрос о принципе: нужно ли оговаривать все опущения компонентов имён в ремарках?
12	Rām. Sundara 5.1.28	A	P	sanskrit_term|myth	Сын бога ветра (mārutātmaja) — пара с vāyuputra; Леонов: «могучий сын бога ветра». Первое вхождение эпитета в кн. V.
13	Rām. Sundara 5.1.37	A	P	sanskrit_term	Слон среди обезьян (kapikuñjara) — метафора высшего превосходства в группе. Ср. с puruṣarṣabha (бык среди мужей).
14	Rām. Sundara 5.1.38	B	P	textology	Лучший из обезьян (vānaraśreṣṭha). ***[Е. Костина]*** «vānaraśreṣṭha» Опущено. В переводе: «лучший ванара». Следует ли считать это опущением или синонимичным переводом?
15	Rām. Sundara 5.1.39	G	P	reference	Дочь Джанаки (janakātmajā) — см. примеч. к I.1.25 (Гринцер). Первое появление эпитета Ситы в кн. V.
16	Rām. Sundara 5.1.39	G	P	reference	Потомок Рагху (rāghava) — см. примеч. к I.1.1 (Гринцер). Стандартный эпитет Рамы.
